sentiment,selected_text
worry,I really need to turn my swag off it`s 3:30 time for bed!
worry,
sadness,thats the crazy part
worry,? Sorry
worry,
sadness,Three of our candles are in this colour to represent our sorrow for our failure to love in so many parts of our lives . 
worry,ohh ****
worry,have a safe journey
sadness,
neutral,eat something!
neutral,is it seven yet?
sadness,not good.
anger,` I was so mad when your father tried to twist my arm . 
sadness,great
worry,.good luck
worry,
worry,
neutral,
worry,I have a real sleeping disorder
neutral,I`ve been killed
neutral,
neutral,What do you need ? 
worry,
worry,
neutral,Work today
sadness,Saying goodbye at the airport to my boyfriend who has to go to school back East. We are very close and have been together 4 years.
worry,
neutral,the whole day.
fear,I experienced this feeling when the doctors found a nodule in one of my mother's breasts. It turned out to be an occlusion resulting from continious sucking but for a few days I was not in my reason.
worry,can`t bloody win  lol
neutral,unfortunatelly
sadness,feel really sick
neutral,really not lookin forward to monday  bak to college
worry,
sadness,"It seems so strange to be here , burying you , but it's not you . "
worry,is poolside. Bowling toniht maybe?? Back to work tomorrow
neutral,
neutral,wonderful
fear,"Children at Wanborough primary school near Swindon are so worried about the hazards they experience on the way to school , they 're calling for a new footpath . "
neutral,too much sulking over being single going on tonight on tumblr - gru3some: I am here to save the day.  http://tumblr.com/xd51qx88b
worry,l I look forward
worry,****.
neutral,aww. can you tell her to follow me?
worry,I miss my water
sadness,my baby man is 4 years old a week today  he`s growing up too fast.....
sadness,bummed
sadness,
neutral,aww bless  you guys are so cute
sadness,Think of it as enthusiastic.
worry,
sadness,Allergies suck
worry,you`re just unhappy
worry,
neutral,
neutral," You have 16 balls on the table , 7 solid colored , 7 striped colored , a black 8 ball , and the white ball . "
worry,
neutral,sorry
neutral,Less or more iTunes tuned up
neutral,
sadness,The wedding guest did not exactly beat his breast but he looked considerably crestfallen . 
worry,
fear,@inrepose Could you give me url for live stream? 
worry,Major iPhone problems  Wont let me send texts BUT I can do everything else! Can anyone help
neutral, How do I log on to the computer ? 
worry,.really bad
sadness,
neutral,It works  But you need a fast connection...
neutral,Addictive isn`****. Biz could definately be better! Folks have just slowed down on getting their done.
worry,"Alas,"
sadness,..overdue
fear, Gosh ! I can see the flames ! 
sadness,miss
anger,"My superior blamed me for some neglects at work in front of others.  In fact, the task in question was not supposed to be done by me."
anger,My girl-friend did not understand me; I was angry with myself because I had problems when we seperated - I could not resign myself to it.
anger,"Unable to help herself , Mrs Abigail made a vexed noise . "
neutral,i think 30 bucks and i dunno
neutral, Yes . 
worry,? You`re making poor
sadness,miss you
sadness,When my cousin passed away unexpectedly and tragically (a murder).
neutral,last #ff  _Diesel    _Web_Desig
neutral,that`s cuz you`re cruising the twitter #nightshift now
neutral,Off To Do Pilates Now! Tweet Y`all Soon!
neutral,
neutral,
neutral,fun
neutral,
neutral,has lost all old replies.
neutral, Bye . 
worry,Very bummed I can`t go to the  open house today.   DD and I woke up with a stomach bug.  Blech.  Y`all have fu
neutral,oh godddd
neutral,_violence
fear,Agony ` I had no time to feel nervous about facing Steve Bull and Andy Mutch . 
worry,No.  I was thinking just before how much I miss my T-Dub.
neutral, Nothing smells a rat . I told you that he's an all-right guy . 
neutral, See you . 
neutral,
neutral, OK . 
worry,
neutral,
neutral,
sadness,
anger,Excuse me ! I don't have time to waste . I've been here almost one full hour ! 
neutral,happy
neutral,well its pouring here. Rly rly wet
worry,"awww poor jayk. :[ try to make the drive fun.and eat something soon!have a great show tonight i wish i could go,i live too far"
sadness,me and Arlando are totally done. I havn`e talked to him in a LONG time!Now I just have to find a `worth while` man...
neutral,a good
worry,SHAME
neutral,were fab
neutral,Can`t change my profile or settings
worry,
fear,"When I was at a boarding school, the Rhodesian soldiers came to bomb a house near our school and we saw the whole scene."
sadness,
neutral, From Zhongshan Circus to City Bank . 
neutral,So treat your Mom`s like Queen`s
neutral,1 month ahaha. AND i dunno if I can go tomorrow LMAO cause i went today   Freakin filipino parents AHA
neutral,I'm tired . 
neutral,
sadness,no one to dance with tonight!
anger,When he saw this he was further enraged and started towards the seer with an axe . 
neutral,
neutral,healthy
sadness,needs to see a band live.. **** Blink for not coming to the UK this year!  ..anyone wanna go see Billy Bragg or Colin Blunstone with me?
worry,I totally needed that sleep.  need to stretch and wash though now.
anger,"When my neighbours accused my brother of stealing their rose-bush, I was very angry as he had not touched it at all."
neutral,
worry,I REALLY miss
fear,"We were camping in the mountains, and a friend and I went for a walk.  It was getting darker and darker and we were not sure of the right way back."
neutral,I`m such a chicken
fear,"I borrowed a car which was supposed to be used for a long journey a few hours later, and one of the tyres burst in the middle of the town and I did not know what to do."
neutral,enjoying life  partying tonight.
neutral, Okay . 
sadness,hurt
neutral,Dammit!
worry,
neutral,Y am i still awoke @ 5:12 a.m
sadness,When my grandmother died. I had a very deep relation to her (I lived with her for several years).
worry,"Whoah, slow down, you`re filling my screen! Maybe more effective if you spread tweets out?"
sadness,
neutral,Loads of little jobs to do today.  Going to be playing walking themed music today from BrickMan
neutral,"i`m defying gravity. and nobody in alll of oz, no wizard that there is or was, is ever gonna bring me down"
neutral,I still have my lights still up   you think he can do mine too?
sadness,
fear,"One evening I stayed at home all alone. As we lived on the ground floor, I was often afraid of burglers."
neutral, Do you have a subscription ? 
boredom,Cleaning the old apartment today. Yay...
sadness,finished a whole box of ice cream
worry,Pretty
sadness,When I forgot the lyrics during a song contest.
worry,love
worry,
neutral,u already took da pic with out me
neutral,
neutral,believe
sadness,
neutral,
neutral,Needless
neutral, Why ? 
anger,I was accused of having drunk a bottle of liquor and then refilling with water.
neutral,love
neutral, Yes . 
worry,I know  I have no clean clothes either. And the washer`s in the kitchen  **** you #kitchenfire
anger,One career wife spoke about her exasperation when her husband listened to her with half an ear as he watched television . 
neutral,
worry,k hurts
worry,thanks
worry,
neutral,whatever pung ! haha.. i dont care. JK
sadness,
worry,poor pooch...
sadness,
neutral,So tired
neutral,i would
worry,
neutral, Yes . 
neutral,
fear,Vincent was irritated but not dismayed . 
sadness,It be pretty good
sadness,lucky
sadness,i`m on relapse  mom and dad i need you. jesus **** christ you stay away.
anger, We'll see how much fun it is after they take all your money ! ! 
worry,liking
worry,So sorry
worry,"babe  ive been aight, urselff?"
neutral,
neutral,Changing my online nickname to mtaby (which will hopefully be my uniqname as well)...hope the change goes by well (domain is available  )
worry,sad
sadness,bored
worry,sad
fear,"I was fearful when I realised that the relish was overcooked simply because I was not keen enough at checking whether there was still enough water in the relish or not, instead I was just playing with my friends."
fear,"The repeal movement 's national leadership , alarmed about Hopkins ' activities , wrote warning her against any collusion with the enemy . "" "
sadness,miss
worry,
worry,
anger," How could I help but follow it ? The fluctuation of dollar is killing my company ! The exchange rates are eating into our profits , and we can't do anything about it . "
